Date,Open,High,Low,Close,Adj Close,Volume,Source
1981-01-26 00:00:00-05:00,0.144531,0.144531,0.143973,0.143973,0.110745,24640000,"AAPL_1980-12-03_2025-03-15"
1981-01-27 00:00:00-05:00,0.143973,0.143973,0.142857,0.142857,0.109886,23699200,"AAPL_1980-12-03_2025-03-15"
1981-01-28 00:00:00-05:00,0.138951,0.138951,0.138393,0.138393,0.106453,28156800,"AAPL_1980-12-03_2025-03-15"
1981-01-29 00:00:00-05:00,0.133929,0.133929,0.133371,0.133371,0.10259,43904000,"AAPL_1980-12-03_2025-03-15"
1981-01-30 00:00:00-05:00,0.127232,0.127232,0.126116,0.126116,0.097009,46188800,"AAPL_1980-12-03_2025-03-15"
1981-02-02 00:00:00-05:00,0.11942,0.11942,0.118862,0.118862,0.0914292,23766400,"AAPL_1980-12-03_2025-03-15"
1981-02-03 00:00:00-05:00,0.123326,0.123884,0.123326,0.123326,0.094863,19152000,"AAPL_1980-12-03_2025-03-15"
1981-02-04 00:00:00-05:00,0.12779,0.128348,0.12779,0.12779,0.0982967,27865600,"AAPL_1980-12-03_2025-03-15"
1981-02-05 00:00:00-05:00,0.12779,0.128906,0.12779,0.12779,0.0982967,7929600,"AAPL_1980-12-03_2025-03-15"
1981-02-06 00:00:00-05:00,0.128348,0.128906,0.128348,0.128348,0.0987259,13865600,"AAPL_1980-12-03_2025-03-15"
1981-02-09 00:00:00-05:00,0.122768,0.122768,0.121652,0.121652,0.0935753,16755200,"AAPL_1980-12-03_2025-03-15"
1981-02-10 00:00:00-05:00,0.121652,0.12221,0.121652,0.121652,0.0935753,18345600,"AAPL_1980-12-03_2025-03-15"
1981-02-11 00:00:00-05:00,0.118304,0.118304,0.117746,0.117746,0.0905708,13843200,"AAPL_1980-12-03_2025-03-15"
1981-02-12 00:00:00-05:00,0.117188,0.117188,0.116629,0.116629,0.0897116,14560000,"AAPL_1980-12-03_2025-03-15"
1981-02-13 00:00:00-05:00,0.114955,0.114955,0.113839,0.113839,0.0875655,11155200,"AAPL_1980-12-03_2025-03-15"
1981-02-17 00:00:00-05:00,0.116629,0.117188,0.116629,0.116629,0.0897116,12275200,"AAPL_1980-12-03_2025-03-15"
1981-02-18 00:00:00-05:00,0.121652,0.122768,0.121652,0.121652,0.0935753,19241600,"AAPL_1980-12-03_2025-03-15"
1981-02-19 00:00:00-05:00,0.114955,0.114955,0.114397,0.114397,0.0879948,22310400,"AAPL_1980-12-03_2025-03-15"
1981-02-20 00:00:00-05:00,0.108817,0.108817,0.108259,0.108259,0.0832734,24371200,"AAPL_1980-12-03_2025-03-15"
1981-02-23 00:00:00-05:00,0.109933,0.110491,0.109933,0.109933,0.084561,14112000,"AAPL_1980-12-03_2025-03-15"
1981-02-24 00:00:00-05:00,0.107143,0.107143,0.106027,0.106027,0.0815565,16979200,"AAPL_1980-12-03_2025-03-15"
1981-02-25 00:00:00-05:00,0.112723,0.113281,0.112723,0.112723,0.0867071,19488000,"AAPL_1980-12-03_2025-03-15"
1981-02-26 00:00:00-05:00,0.114397,0.114955,0.114397,0.114397,0.0879948,10841600,"AAPL_1980-12-03_2025-03-15"
1981-02-27 00:00:00-05:00,0.118304,0.11942,0.118304,0.118304,0.0910001,14761600,"AAPL_1980-12-03_2025-03-15"
1981-03-02 00:00:00-05:00,0.118862,0.11942,0.118862,0.118862,0.0914292,11760000,"AAPL_1980-12-03_2025-03-15"
1981-03-03 00:00:00-05:00,0.117746,0.117746,0.117188,0.117188,0.0901416,16172800,"AAPL_1980-12-03_2025-03-15"
1981-03-04 00:00:00-05:00,0.116629,0.116629,0.116071,0.116071,0.0892824,13708800,"AAPL_1980-12-03_2025-03-15"
1981-03-05 00:00:00-05:00,0.116071,0.116071,0.115513,0.115513,0.0888532,5376000,"AAPL_1980-12-03_2025-03-15"
1981-03-06 00:00:00-05:00,0.115513,0.115513,0.114397,0.114397,0.0879948,11603200,"AAPL_1980-12-03_2025-03-15"
1981-03-09 00:00:00-05:00,0.106027,0.106027,0.105469,0.105469,0.0811273,15321600,"AAPL_1980-12-03_2025-03-15"
1981-03-10 00:00:00-05:00,0.101004,0.101004,0.100446,0.100446,0.0772636,28380800,"AAPL_1980-12-03_2025-03-15"
1981-03-11 00:00:00-05:00,0.097656,0.097656,0.09654,0.09654,0.074259,29859200,"AAPL_1980-12-03_2025-03-15"
1981-03-12 00:00:00-05:00,0.100446,0.101004,0.100446,0.100446,0.0772636,59248000,"AAPL_1980-12-03_2025-03-15"
1981-03-13 00:00:00-05:00,0.099888,0.099888,0.09933,0.09933,0.0764051,231302400,"AAPL_1980-12-03_2025-03-15"
1981-03-16 00:00:00-05:00,0.103237,0.104353,0.103237,0.103237,0.0794104,37228800,"AAPL_1980-12-03_2025-03-15"
1981-03-17 00:00:00-05:00,0.108259,0.109375,0.108259,0.108259,0.0832734,43747200,"AAPL_1980-12-03_2025-03-15"
1981-03-18 00:00:00-05:00,0.114955,0.116071,0.114955,0.114955,0.088424,36937600,"AAPL_1980-12-03_2025-03-15"
1981-03-19 00:00:00-05:00,0.114397,0.114397,0.113839,0.113839,0.0875655,37811200,"AAPL_1980-12-03_2025-03-15"
1981-03-20 00:00:00-05:00,0.114955,0.116071,0.114955,0.114955,0.088424,14604800,"AAPL_1980-12-03_2025-03-15"
1981-03-23 00:00:00-05:00,0.11942,0.120536,0.11942,0.11942,0.0918585,22019200,"AAPL_1980-12-03_2025-03-15"
1981-03-24 00:00:00-05:00,0.11942,0.11942,0.118862,0.118862,0.0914292,28156800,"AAPL_1980-12-03_2025-03-15"
1981-03-25 00:00:00-05:00,0.117746,0.117746,0.116629,0.116629,0.0897116,7056000,"AAPL_1980-12-03_2025-03-15"
1981-03-26 00:00:00-05:00,0.114955,0.114955,0.114397,0.114397,0.0879948,12275200,"AAPL_1980-12-03_2025-03-15"
1981-03-27 00:00:00-05:00,0.111049,0.111049,0.110491,0.110491,0.0849903,12252800,"AAPL_1980-12-03_2025-03-15"
1981-03-30 00:00:00-05:00,0.110491,0.111607,0.110491,0.110491,0.0849903,9900800,"AAPL_1980-12-03_2025-03-15"
1981-03-31 00:00:00-05:00,0.110491,0.110491,0.109375,0.109375,0.0841318,15993600,"AAPL_1980-12-03_2025-03-15"
1981-04-01 00:00:00-05:00,0.108817,0.108817,0.108259,0.108259,0.0832734,34070400,"AAPL_1980-12-03_2025-03-15"
1981-04-02 00:00:00-05:00,0.117746,0.118304,0.117746,0.117746,0.0905708,31404800,"AAPL_1980-12-03_2025-03-15"
1981-04-03 00:00:00-05:00,0.118304,0.118862,0.118304,0.118304,0.0910001,16486400,"AAPL_1980-12-03_2025-03-15"
1981-04-06 00:00:00-05:00,0.116629,0.116629,0.116071,0.116071,0.0892824,22803200,"AAPL_1980-12-03_2025-03-15"
1981-04-07 00:00:00-05:00,0.115513,0.115513,0.114955,0.114955,0.088424,10684800,"AAPL_1980-12-03_2025-03-15"
1981-04-08 00:00:00-05:00,0.120536,0.121652,0.120536,0.120536,0.0927169,21952000,"AAPL_1980-12-03_2025-03-15"
1981-04-09 00:00:00-05:00,0.122768,0.123326,0.122768,0.122768,0.0944338,12499200,"AAPL_1980-12-03_2025-03-15"
1981-04-10 00:00:00-05:00,0.124442,0.125,0.124442,0.124442,0.0957214,33465600,"AAPL_1980-12-03_2025-03-15"
1981-04-13 00:00:00-05:00,0.124442,0.125,0.124442,0.124442,0.0957214,16060800,"AAPL_1980-12-03_2025-03-15"
1981-04-14 00:00:00-05:00,0.124442,0.125,0.124442,0.124442,0.0957214,6652800,"AAPL_1980-12-03_2025-03-15"
1981-04-15 00:00:00-05:00,0.118862,0.118862,0.118304,0.118304,0.0910001,34048000,"AAPL_1980-12-03_2025-03-15"
1981-04-16 00:00:00-05:00,0.112165,0.112165,0.111607,0.111607,0.0858487,23878400,"AAPL_1980-12-03_2025-03-15"
1981-04-20 00:00:00-05:00,0.114955,0.115513,0.114955,0.114955,0.088424,35347200,"AAPL_1980-12-03_2025-03-15"
1981-04-21 00:00:00-05:00,0.122768,0.123326,0.122768,0.122768,0.0944338,28537600,"AAPL_1980-12-03_2025-03-15"
1981-04-22 00:00:00-05:00,0.127232,0.12779,0.127232,0.127232,0.0978675,18995200,"AAPL_1980-12-03_2025-03-15"
1981-04-23 00:00:00-05:00,0.13058,0.131138,0.13058,0.13058,0.100443,58016000,"AAPL_1980-12-03_2025-03-15"
1981-04-24 00:00:00-05:00,0.13058,0.13058,0.129464,0.129464,0.0995844,35056000,"AAPL_1980-12-03_2025-03-15"
1981-04-27 00:00:00-04:00,0.128906,0.128906,0.128348,0.128348,0.0987259,38528000,"AAPL_1980-12-03_2025-03-15"
1981-04-28 00:00:00-04:00,0.126674,0.126674,0.126116,0.126116,0.097009,32188800,"AAPL_1980-12-03_2025-03-15"
1981-04-29 00:00:00-04:00,0.125,0.125,0.124442,0.124442,0.0957214,13641600,"AAPL_1980-12-03_2025-03-15"
1981-04-30 00:00:00-04:00,0.126674,0.12779,0.126674,0.126674,0.0974383,12611200,"AAPL_1980-12-03_2025-03-15"
1981-05-01 00:00:00-04:00,0.126674,0.12779,0.126674,0.126674,0.0974383,16553600,"AAPL_1980-12-03_2025-03-15"
1981-05-04 00:00:00-04:00,0.126674,0.126674,0.126116,0.126116,0.097009,14448000,"AAPL_1980-12-03_2025-03-15"
1981-05-05 00:00:00-04:00,0.126116,0.126116,0.125558,0.125558,0.0965798,17539200,"AAPL_1980-12-03_2025-03-15"
1981-05-06 00:00:00-04:00,0.122768,0.122768,0.12221,0.12221,0.0940046,18950400,"AAPL_1980-12-03_2025-03-15"
1981-05-07 00:00:00-04:00,0.123884,0.124442,0.123884,0.123884,0.0952922,9363200,"AAPL_1980-12-03_2025-03-15"
1981-05-08 00:00:00-04:00,0.125,0.125558,0.125,0.125,0.0961506,7907200,"AAPL_1980-12-03_2025-03-15"
1981-05-11 00:00:00-04:00,0.122768,0.122768,0.12221,0.12221,0.0940046,11939200,"AAPL_1980-12-03_2025-03-15"
1981-05-12 00:00:00-04:00,0.12221,0.123884,0.12221,0.12221,0.0940046,4256000,"AAPL_1980-12-03_2025-03-15"
1981-05-13 00:00:00-04:00,0.12221,0.123326,0.121652,0.121652,0.0935753,4905600,"AAPL_1980-12-03_2025-03-15"
1981-05-14 00:00:00-04:00,0.121094,0.121094,0.119978,0.119978,0.0922877,4928000,"AAPL_1980-12-03_2025-03-15"
1981-05-15 00:00:00-04:00,0.122768,0.124442,0.122768,0.122768,0.0944338,4905600,"AAPL_1980-12-03_2025-03-15"
1981-05-18 00:00:00-04:00,0.125,0.126116,0.125,0.125,0.0961506,4166400,"AAPL_1980-12-03_2025-03-15"
1981-05-19 00:00:00-04:00,0.123326,0.123326,0.122768,0.122768,0.0944338,25424000,"AAPL_1980-12-03_2025-03-15"
1981-05-20 00:00:00-04:00,0.126674,0.12779,0.126674,0.126674,0.0974383,13283200,"AAPL_1980-12-03_2025-03-15"
1981-05-21 00:00:00-04:00,0.133929,0.134487,0.133929,0.133929,0.103019,32211200,"AAPL_1980-12-03_2025-03-15"
1981-05-22 00:00:00-04:00,0.140067,0.141183,0.140067,0.140067,0.10774,31427200,"AAPL_1980-12-03_2025-03-15"
1981-05-26 00:00:00-04:00,0.140067,0.140067,0.139509,0.139509,0.107311,85344000,"AAPL_1980-12-03_2025-03-15"
1981-05-27 00:00:00-04:00,0.147321,0.147879,0.147321,0.147321,0.11332,149497600,"AAPL_1980-12-03_2025-03-15"
1981-05-28 00:00:00-04:00,0.147321,0.147879,0.147321,0.147321,0.11332,73987200,"AAPL_1980-12-03_2025-03-15"
1981-05-29 00:00:00-04:00,0.147879,0.148438,0.147879,0.147879,0.113749,59382400,"AAPL_1980-12-03_2025-03-15"
1981-06-01 00:00:00-04:00,0.147879,0.148438,0.147879,0.147879,0.113749,51251200,"AAPL_1980-12-03_2025-03-15"
1981-06-02 00:00:00-04:00,0.141183,0.141183,0.140625,0.140625,0.108169,40432000,"AAPL_1980-12-03_2025-03-15"
1981-06-03 00:00:00-04:00,0.140625,0.141741,0.140625,0.140625,0.108169,39446400,"AAPL_1980-12-03_2025-03-15"
1981-06-04 00:00:00-04:00,0.143415,0.143973,0.143415,0.143415,0.110316,56067200,"AAPL_1980-12-03_2025-03-15"
1981-06-05 00:00:00-04:00,0.141741,0.141741,0.141183,0.141183,0.108599,57680000,"AAPL_1980-12-03_2025-03-15"
1981-06-08 00:00:00-04:00,0.136719,0.136719,0.136161,0.136161,0.104736,93497600,"AAPL_1980-12-03_2025-03-15"
1981-06-09 00:00:00-04:00,0.138951,0.139509,0.138951,0.138951,0.106882,119593600,"AAPL_1980-12-03_2025-03-15"
1981-06-10 00:00:00-04:00,0.140625,0.142299,0.140625,0.140625,0.108169,25222400,"AAPL_1980-12-03_2025-03-15"
1981-06-11 00:00:00-04:00,0.146763,0.147321,0.146763,0.146763,0.112891,38976000,"AAPL_1980-12-03_2025-03-15"
1981-06-12 00:00:00-04:00,0.145647,0.145647,0.145089,0.145089,0.111603,25804800,"AAPL_1980-12-03_2025-03-15"
1981-06-15 00:00:00-04:00,0.145089,0.145089,0.144531,0.144531,0.111174,143763200,"AAPL_1980-12-03_2025-03-15"
1981-06-16 00:00:00-04:00,0.142299,0.142299,0.141741,0.141741,0.109028,37251200,"AAPL_1980-12-03_2025-03-15"
1981-06-17 00:00:00-04:00,0.140067,0.140067,0.139509,0.139509,0.107311,27574400,"AAPL_1980-12-03_2025-03-15"
1981-06-18 00:00:00-04:00,0.139509,0.140067,0.138951,0.138951,0.106882,23049600,"AAPL_1980-12-03_2025-03-15"
1981-06-19 00:00:00-04:00,0.135603,0.135603,0.135045,0.135045,0.103877,27507200,"AAPL_1980-12-03_2025-03-15"
1981-06-22 00:00:00-04:00,0.13058,0.13058,0.130022,0.130022,0.100014,10841600,"AAPL_1980-12-03_2025-03-15"
1981-06-23 00:00:00-04:00,0.132254,0.133371,0.132254,0.132254,0.10173,15030400,"AAPL_1980-12-03_2025-03-15"
1981-06-24 00:00:00-04:00,0.130022,0.130022,0.128906,0.128906,0.0991551,23027200,"AAPL_1980-12-03_2025-03-15"
1981-06-25 00:00:00-04:00,0.131696,0.132254,0.131696,0.131696,0.101301,24259200,"AAPL_1980-12-03_2025-03-15"
1981-06-26 00:00:00-04:00,0.131138,0.131138,0.130022,0.130022,0.100014,23788800,"AAPL_1980-12-03_2025-03-15"
1981-06-29 00:00:00-04:00,0.126674,0.126674,0.125558,0.125558,0.0965798,10595200,"AAPL_1980-12-03_2025-03-15"
1981-06-30 00:00:00-04:00,0.116629,0.116629,0.116071,0.116071,0.0892824,35907200,"AAPL_1980-12-03_2025-03-15"
1981-07-01 00:00:00-04:00,0.115513,0.115513,0.114955,0.114955,0.088424,170464000,"AAPL_1980-12-03_2025-03-15"
1981-07-02 00:00:00-04:00,0.114955,0.115513,0.114955,0.114955,0.088424,30284800,"AAPL_1980-12-03_2025-03-15"
1981-07-06 00:00:00-04:00,0.112165,0.112165,0.111049,0.111049,0.0854194,16531200,"AAPL_1980-12-03_2025-03-15"
1981-07-07 00:00:00-04:00,0.112165,0.113281,0.112165,0.112165,0.0862779,15836800,"AAPL_1980-12-03_2025-03-15"
1981-07-08 00:00:00-04:00,0.116629,0.117188,0.116629,0.116629,0.0897116,16620800,"AAPL_1980-12-03_2025-03-15"
1981-07-09 00:00:00-04:00,0.108259,0.108259,0.107701,0.107701,0.0828441,32883200,"AAPL_1980-12-03_2025-03-15"
1981-07-10 00:00:00-04:00,0.099888,0.099888,0.09933,0.09933,0.0764051,55171200,"AAPL_1980-12-03_2025-03-15"
1981-07-13 00:00:00-04:00,0.101563,0.102121,0.101563,0.101563,0.0781228,45740800,"AAPL_1980-12-03_2025-03-15"
1981-07-14 00:00:00-04:00,0.106027,0.107143,0.106027,0.106027,0.0815565,19779200,"AAPL_1980-12-03_2025-03-15"
1981-07-15 00:00:00-04:00,0.108817,0.109375,0.108817,0.108817,0.0837026,10953600,"AAPL_1980-12-03_2025-03-15"
1981-07-16 00:00:00-04:00,0.111607,0.112723,0.111607,0.111607,0.0858487,15232000,"AAPL_1980-12-03_2025-03-15"
1981-07-17 00:00:00-04:00,0.115513,0.116071,0.115513,0.115513,0.0888532,19824000,"AAPL_1980-12-03_2025-03-15"
1981-07-20 00:00:00-04:00,0.108259,0.108259,0.107701,0.107701,0.0828441,23654400,"AAPL_1980-12-03_2025-03-15"
1981-07-21 00:00:00-04:00,0.107701,0.107701,0.107143,0.107143,0.082415,31942400,"AAPL_1980-12-03_2025-03-15"
1981-07-22 00:00:00-04:00,0.102121,0.102121,0.101004,0.101004,0.0776928,22668800,"AAPL_1980-12-03_2025-03-15"
1981-07-23 00:00:00-04:00,0.103795,0.104353,0.103795,0.103795,0.0798396,34451200,"AAPL_1980-12-03_2025-03-15"
1981-07-24 00:00:00-04:00,0.107143,0.107701,0.107143,0.107143,0.082415,28851200,"AAPL_1980-12-03_2025-03-15"
1981-07-27 00:00:00-04:00,0.111607,0.112165,0.111607,0.111607,0.0858487,17337600,"AAPL_1980-12-03_2025-03-15"
1981-07-28 00:00:00-04:00,0.108259,0.108259,0.107701,0.107701,0.0828441,22848000,"AAPL_1980-12-03_2025-03-15"
1981-07-29 00:00:00-04:00,0.106585,0.106585,0.106027,0.106027,0.0815565,15500800,"AAPL_1980-12-03_2025-03-15"
1981-07-30 00:00:00-04:00,0.109933,0.111049,0.109933,0.109933,0.084561,9900800,"AAPL_1980-12-03_2025-03-15"
1981-07-31 00:00:00-04:00,0.111607,0.112165,0.111607,0.111607,0.0858487,10953600,"AAPL_1980-12-03_2025-03-15"
1981-08-03 00:00:00-04:00,0.111607,0.111607,0.110491,0.110491,0.0849903,12432000,"AAPL_1980-12-03_2025-03-15"
1981-08-04 00:00:00-04:00,0.112165,0.112723,0.112165,0.112165,0.0862779,31673600,"AAPL_1980-12-03_2025-03-15"
1981-08-05 00:00:00-04:00,0.115513,0.116071,0.115513,0.115513,0.0888532,17494400,"AAPL_1980-12-03_2025-03-15"
1981-08-06 00:00:00-04:00,0.113281,0.113281,0.112723,0.112723,0.0867071,10528000,"AAPL_1980-12-03_2025-03-15"
1981-08-07 00:00:00-04:00,0.112723,0.113281,0.112723,0.112723,0.0867071,9206400,"AAPL_1980-12-03_2025-03-15"
1981-08-10 00:00:00-04:00,0.112723,0.112723,0.112723,0.112723,0.0867071,0,"AAPL_1980-12-03_2025-03-15"
1981-08-11 00:00:00-04:00,0.110491,0.110491,0.109375,0.109375,0.0841318,71456000,"AAPL_1980-12-03_2025-03-15"
1981-08-12 00:00:00-04:00,0.107701,0.107701,0.107143,0.107143,0.082415,26275200,"AAPL_1980-12-03_2025-03-15"
1981-08-13 00:00:00-04:00,0.104353,0.104353,0.103795,0.103795,0.0798396,27484800,"AAPL_1980-12-03_2025-03-15"
1981-08-14 00:00:00-04:00,0.103237,0.103237,0.102121,0.102121,0.078552,24192000,"AAPL_1980-12-03_2025-03-15"
1981-08-17 00:00:00-04:00,0.099888,0.099888,0.098772,0.098772,0.0759759,18905600,"AAPL_1980-12-03_2025-03-15"
1981-08-18 00:00:00-04:00,0.097656,0.097656,0.09654,0.09654,0.074259,17001600,"AAPL_1980-12-03_2025-03-15"
1981-08-19 00:00:00-04:00,0.09654,0.09654,0.095424,0.095424,0.0734006,20675200,"AAPL_1980-12-03_2025-03-15"
1981-08-20 00:00:00-04:00,0.09654,0.097098,0.09654,0.09654,0.074259,17113600,"AAPL_1980-12-03_2025-03-15"
1981-08-21 00:00:00-04:00,0.09096,0.09096,0.089844,0.089844,0.0691085,41910400,"AAPL_1980-12-03_2025-03-15"
1981-08-24 00:00:00-04:00,0.084821,0.084821,0.084263,0.084263,0.0648155,23072000,"AAPL_1980-12-03_2025-03-15"
1981-08-25 00:00:00-04:00,0.086496,0.087054,0.086496,0.086496,0.0665332,40700800,"AAPL_1980-12-03_2025-03-15"
1981-08-26 00:00:00-04:00,0.085379,0.085379,0.084821,0.084821,0.0652448,33600000,"AAPL_1980-12-03_2025-03-15"
1981-08-27 00:00:00-04:00,0.085379,0.085938,0.085379,0.085379,0.065674,25916800,"AAPL_1980-12-03_2025-03-15"
1981-08-28 00:00:00-04:00,0.089844,0.090402,0.089844,0.089844,0.0691085,38035200,"AAPL_1980-12-03_2025-03-15"
1981-08-31 00:00:00-04:00,0.089844,0.090402,0.089844,0.089844,0.0691085,40947200,"AAPL_1980-12-03_2025-03-15"
1981-09-01 00:00:00-04:00,0.095424,0.095982,0.095424,0.095424,0.0734006,37027200,"AAPL_1980-12-03_2025-03-15"
1981-09-02 00:00:00-04:00,0.097098,0.097656,0.097098,0.097098,0.0746883,19376000,"AAPL_1980-12-03_2025-03-15"
1981-09-03 00:00:00-04:00,0.093192,0.093192,0.092076,0.092076,0.0708253,37475200,"AAPL_1980-12-03_2025-03-15"
1981-09-04 00:00:00-04:00,0.091518,0.091518,0.09096,0.09096,0.0699669,15254400,"AAPL_1980-12-03_2025-03-15"
1981-09-08 00:00:00-04:00,0.088728,0.088728,0.08817,0.08817,0.0678208,25446400,"AAPL_1980-12-03_2025-03-15"
1981-09-09 00:00:00-04:00,0.08817,0.088728,0.08817,0.08817,0.0678208,30531200,"AAPL_1980-12-03_2025-03-15"
1981-09-10 00:00:00-04:00,0.088728,0.089286,0.088728,0.088728,0.06825,34809600,"AAPL_1980-12-03_2025-03-15"
1981-09-11 00:00:00-04:00,0.08817,0.08817,0.087612,0.087612,0.0673916,17539200,"AAPL_1980-12-03_2025-03-15"
1981-09-14 00:00:00-04:00,0.085379,0.085379,0.084821,0.084821,0.0652448,27686400,"AAPL_1980-12-03_2025-03-15"
1981-09-15 00:00:00-04:00,0.083147,0.083147,0.082589,0.082589,0.0635279,19510400,"AAPL_1980-12-03_2025-03-15"
1981-09-16 00:00:00-04:00,0.081473,0.081473,0.080915,0.080915,0.0622402,19353600,"AAPL_1980-12-03_2025-03-15"
1981-09-17 00:00:00-04:00,0.079241,0.079241,0.078683,0.078683,0.0605234,19376000,"AAPL_1980-12-03_2025-03-15"
1981-09-18 00:00:00-04:00,0.079241,0.079799,0.079241,0.079241,0.0609526,26320000,"AAPL_1980-12-03_2025-03-15"
1981-09-21 00:00:00-04:00,0.079799,0.080357,0.079799,0.079799,0.0613818,49033600,"AAPL_1980-12-03_2025-03-15"
1981-09-22 00:00:00-04:00,0.075893,0.075893,0.075335,0.075335,0.057948,47420800,"AAPL_1980-12-03_2025-03-15"
1981-09-23 00:00:00-04:00,0.074777,0.074777,0.073661,0.073661,0.0566604,28201600,"AAPL_1980-12-03_2025-03-15"
1981-09-24 00:00:00-04:00,0.073661,0.073661,0.073103,0.073103,0.0562312,18300800,"AAPL_1980-12-03_2025-03-15"
1981-09-25 00:00:00-04:00,0.064732,0.064732,0.063616,0.063616,0.0489337,34608000,"AAPL_1980-12-03_2025-03-15"
1981-09-28 00:00:00-04:00,0.064174,0.064732,0.064174,0.064174,0.049363,91728000,"AAPL_1980-12-03_2025-03-15"
1981-09-29 00:00:00-04:00,0.067522,0.06808,0.067522,0.067522,0.0519383,94684800,"AAPL_1980-12-03_2025-03-15"
1981-09-30 00:00:00-04:00,0.06808,0.068638,0.06808,0.06808,0.0523675,49996800,"AAPL_1980-12-03_2025-03-15"
1981-10-01 00:00:00-04:00,0.06808,0.068638,0.06808,0.06808,0.0523675,61129600,"AAPL_1980-12-03_2025-03-15"
1981-10-02 00:00:00-04:00,0.073661,0.074219,0.073661,0.073661,0.0566604,45046400,"AAPL_1980-12-03_2025-03-15"
1981-10-05 00:00:00-04:00,0.075893,0.077009,0.075893,0.075893,0.0583773,43097600,"AAPL_1980-12-03_2025-03-15"
1981-10-06 00:00:00-04:00,0.075893,0.075893,0.075335,0.075335,0.057948,28358400,"AAPL_1980-12-03_2025-03-15"
