date,open,high,low,close,adj_close,volume
1980-12-12 00:00:00-05:00,0.1283479928970337,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.09872593730688095,469033600
1980-12-15 00:00:00-05:00,0.12221000343561172,0.12221000343561172,0.12165199965238571,0.12165199965238571,0.09357532858848572,175884800
1980-12-16 00:00:00-05:00,0.1132809966802597,0.1132809966802597,0.11272300034761429,0.11272300034761429,0.08670709282159805,105728000
1980-12-17 00:00:00-05:00,0.11551299691200256,0.11607100069522858,0.11551299691200256,0.11551299691200256,0.08885319530963898,86441600
1980-12-18 00:00:00-05:00,0.11886200308799744,0.11941999942064285,0.11886200308799744,0.11886200308799744,0.09142924845218658,73449600
1980-12-19 00:00:00-05:00,0.12611599266529083,0.12667399644851685,0.12611599266529083,0.12611599266529083,0.09700903296470642,48630400
1980-12-22 00:00:00-05:00,0.1322540044784546,0.1328130066394806,0.1322540044784546,0.1322540044784546,0.10173045098781586,37363200
1980-12-23 00:00:00-05:00,0.13783499598503113,0.13839299976825714,0.13783499598503113,0.13783499598503113,0.10602335631847382,46950400
1980-12-24 00:00:00-05:00,0.14508900046348572,0.14564700424671173,0.14508900046348572,0.14508900046348572,0.11160315573215485,48003200
1980-12-26 00:00:00-05:00,0.15848200023174286,0.15904000401496887,0.15848200023174286,0.15848200023174286,0.12190514802932739,55574400
1980-12-29 00:00:00-05:00,0.16071400046348572,0.16127200424671173,0.16071400046348572,0.16071400046348572,0.12362198531627655,93161600
1980-12-30 00:00:00-05:00,0.15736599266529083,0.15736599266529083,0.156808003783226,0.156808003783226,0.1206175684928894,68880000
1980-12-31 00:00:00-05:00,0.1529020071029663,0.1529020071029663,0.1523440033197403,0.1523440033197403,0.11718377470970154,35750400
1981-01-02 00:00:00-05:00,0.15401799976825714,0.15513400733470917,0.15401799976825714,0.15401799976825714,0.11847144365310669,21660800
1981-01-05 00:00:00-05:00,0.15122799575328827,0.15122799575328827,0.15067000687122345,0.15067000687122345,0.11589609831571579,35728000
1981-01-06 00:00:00-05:00,0.1445309966802597,0.1445309966802597,0.1439729928970337,0.1439729928970337,0.11074472963809967,45158400
1981-01-07 00:00:00-05:00,0.13839299976825714,0.13839299976825714,0.13783499598503113,0.13783499598503113,0.10602335631847382,55686400
1981-01-08 00:00:00-05:00,0.13560299575328827,0.13560299575328827,0.13504500687122345,0.13504500687122345,0.10387729108333588,39827200
1981-01-09 00:00:00-05:00,0.14229899644851685,0.14285700023174286,0.14229899644851685,0.14229899644851685,0.1094570979475975,21504000
1981-01-12 00:00:00-05:00,0.14229899644851685,0.14229899644851685,0.141183003783226,0.141183003783226,0.10859867930412292,23699200
1981-01-13 00:00:00-05:00,0.1367190033197403,0.1367190033197403,0.13616099953651428,0.13616099953651428,0.10473571717739105,23049600
